date,sex,age,ethnicity,population,year
01/01/2015,male,35-39,overall,1138.9,2015
01/01/2015,male,35-39,bumi_malay,490.7,2015
01/01/2015,male,35-39,bumi_other,112.2,2015
01/01/2015,male,35-39,chinese,249.9,2015
01/01/2015,male,35-39,indian,75.7,2015
01/01/2015,male,35-39,other_citizen,6.4,2015
01/01/2015,male,40-44,overall,973.6,2015
01/01/2015,male,40-44,bumi_malay,432.4,2015
01/01/2015,male,40-44,bumi_other,103.5,2015
01/01/2015,male,40-44,chinese,239.3,2015
01/01/2015,male,40-44,indian,65.6,2015
01/01/2015,male,40-44,other_citizen,4.9,2015
01/01/2015,male,45-49,overall,868.8,2015
01/01/2015,male,45-49,bumi_malay,396.7,2015
01/01/2015,male,45-49,bumi_other,95.8,2015
01/01/2015,male,45-49,chinese,230.1,2015
01/01/2015,male,45-49,indian,61,2015
01/01/2015,male,45-49,other_citizen,4.8,2015
01/01/2015,male,50-54,overall,804.7,2015
01/01/2015,male,50-54,bumi_malay,373.2,2015
01/01/2015,male,50-54,bumi_other,86.6,2015
01/01/2015,male,50-54,chinese,228.3,2015
01/01/2015,male,50-54,indian,60.2,2015
01/01/2015,male,50-54,other_citizen,4.6,2015
01/01/2015,male,55-59,overall,662.7,2015
01/01/2015,male,55-59,bumi_malay,308,2015
01/01/2015,male,55-59,bumi_other,68.3,2015
01/01/2015,male,55-59,chinese,201.2,2015
01/01/2015,male,55-59,indian,49.8,2015
01/01/2015,male,55-59,other_citizen,4.4,2015
01/01/2015,male,60-64,overall,504.1,2015
01/01/2015,male,60-64,bumi_malay,234.6,2015
01/01/2015,male,60-64,bumi_other,47.4,2015
01/01/2015,male,60-64,chinese,163.6,2015
01/01/2015,male,60-64,indian,36.6,2015
01/01/2015,male,60-64,other_citizen,3.2,2015
01/01/2015,male,65-69,overall,370.2,2015
01/01/2015,male,65-69,bumi_malay,167.2,2015
01/01/2015,male,65-69,bumi_other,31.5,2015
01/01/2015,male,65-69,chinese,133.2,2015
01/01/2015,male,65-69,indian,25.5,2015
01/01/2015,male,65-69,other_citizen,1.8,2015
01/01/2015,male,70-74,overall,225,2015
01/01/2015,male,70-74,bumi_malay,94.8,2015
01/01/2015,male,70-74,bumi_other,23.1,2015
01/01/2015,male,70-74,chinese,86.6,2015
01/01/2015,male,70-74,indian,13,2015
01/01/2015,male,70-74,other_citizen,1.2,2015
01/01/2015,male,75-79,overall,151.2,2015
01/01/2015,male,75-79,bumi_malay,63.2,2015
01/01/2015,male,75-79,bumi_other,13.7,2015
01/01/2015,male,75-79,chinese,60.8,2015
01/01/2015,male,75-79,indian,8.7,2015
01/01/2015,male,75-79,other_citizen,0.6,2015
01/01/2015,male,80-84,overall,73.5,2015
01/01/2015,male,80-84,bumi_malay,29.8,2015
01/01/2015,male,80-84,bumi_other,8.2,2015
01/01/2015,male,80-84,chinese,27.4,2015
01/01/2015,male,80-84,indian,4.7,2015
01/01/2015,male,80-84,other_citizen,0.4,2015
01/01/2015,male,85+,overall,61.9,2015
01/01/2015,male,85+,bumi_malay,27,2015
01/01/2015,male,85+,bumi_other,7.3,2015
01/01/2015,male,85+,chinese,19.3,2015
01/01/2015,male,85+,indian,3.7,2015
01/01/2015,male,85+,other_citizen,0.3,2015
01/01/2016,female,0-4,overall,1270.4,2016
01/01/2016,female,0-4,bumi_malay,778.9,2016
01/01/2016,female,0-4,bumi_other,161.6,2016
01/01/2016,female,0-4,chinese,178.4,2016
01/01/2016,female,0-4,indian,58.3,2016
01/01/2016,female,0-4,other_citizen,21,2016
01/01/2016,female,5-9,overall,1218.1,2016
01/01/2016,female,5-9,bumi_malay,709.5,2016
01/01/2016,female,5-9,bumi_other,179.1,2016
01/01/2016,female,5-9,chinese,200.4,2016
01/01/2016,female,5-9,indian,71.9,2016
01/01/2016,female,5-9,other_citizen,18.8,2016
01/01/2016,female,10-14,overall,1273.1,2016
01/01/2016,female,10-14,bumi_malay,730.7,2016
01/01/2016,female,10-14,bumi_other,187.9,2016
01/01/2016,female,10-14,chinese,231.8,2016
01/01/2016,female,10-14,indian,80.6,2016
01/01/2016,female,10-14,other_citizen,15,2016
01/01/2016,female,15-19,overall,1381,2016
01/01/2016,female,15-19,bumi_malay,737.2,2016
01/01/2016,female,15-19,bumi_other,183.2,2016
01/01/2016,female,15-19,chinese,252.3,2016
01/01/2016,female,15-19,indian,85.1,2016
01/01/2016,female,15-19,other_citizen,13.2,2016
01/01/2016,female,20-24,overall,1540.8,2016
01/01/2016,female,20-24,bumi_malay,745.8,2016
01/01/2016,female,20-24,bumi_other,187,2016
01/01/2016,female,20-24,chinese,264.3,2016
01/01/2016,female,20-24,indian,89.2,2016
01/01/2016,female,20-24,other_citizen,12.7,2016
01/01/2016,female,25-29,overall,1487.4,2016
01/01/2016,female,25-29,bumi_malay,713,2016
01/01/2016,female,25-29,bumi_other,167.7,2016
01/01/2016,female,25-29,chinese,267.1,2016
01/01/2016,female,25-29,indian,88.6,2016
01/01/2016,female,25-29,other_citizen,11.9,2016
01/01/2016,female,30-34,overall,1324.2,2016
01/01/2016,female,30-34,bumi_malay,645,2016
01/01/2016,female,30-34,bumi_other,155.8,2016
01/01/2016,female,30-34,chinese,265.8,2016
01/01/2016,female,30-34,indian,87.7,2016
01/01/2016,female,30-34,other_citizen,10.1,2016
01/01/2016,female,35-39,overall,1057.3,2016
01/01/2016,female,35-39,bumi_malay,497.6,2016
01/01/2016,female,35-39,bumi_other,116.3,2016
01/01/2016,female,35-39,chinese,235,2016
01/01/2016,female,35-39,indian,74.5,2016
01/01/2016,female,35-39,other_citizen,7.3,2016
01/01/2016,female,40-44,overall,930.7,2016
01/01/2016,female,40-44,bumi_malay,440.2,2016
01/01/2016,female,40-44,bumi_other,104.2,2016
01/01/2016,female,40-44,chinese,223.2,2016
01/01/2016,female,40-44,indian,66.4,2016
01/01/2016,female,40-44,other_citizen,5.7,2016
01/01/2016,female,45-49,overall,867.7,2016
01/01/2016,female,45-49,bumi_malay,419.9,2016
01/01/2016,female,45-49,bumi_other,94.7,2016
01/01/2016,female,45-49,chinese,226.8,2016
01/01/2016,female,45-49,indian,66.1,2016
01/01/2016,female,45-49,other_citizen,5.3,2016
01/01/2016,female,50-54,overall,773,2016
01/01/2016,female,50-54,bumi_malay,380.1,2016
01/01/2016,female,50-54,bumi_other,81.7,2016
01/01/2016,female,50-54,chinese,208.3,2016
01/01/2016,female,50-54,indian,62.2,2016
01/01/2016,female,50-54,other_citizen,4.7,2016
01/01/2016,female,55-59,overall,660.4,2016
01/01/2016,female,55-59,bumi_malay,326.7,2016
01/01/2016,female,55-59,bumi_other,65.3,2016
01/01/2016,female,55-59,chinese,186.8,2016
01/01/2016,female,55-59,indian,55.6,2016
01/01/2016,female,55-59,other_citizen,3.8,2016
01/01/2016,female,60-64,overall,517.6,2016
01/01/2016,female,60-64,bumi_malay,256.5,2016
01/01/2016,female,60-64,bumi_other,44.8,2016
01/01/2016,female,60-64,chinese,157.3,2016
01/01/2016,female,60-64,indian,42.1,2016
01/01/2016,female,60-64,other_citizen,2.6,2016
01/01/2016,female,65-69,overall,397,2016
01/01/2016,female,65-69,bumi_malay,189.9,2016
01/01/2016,female,65-69,bumi_other,32.6,2016
01/01/2016,female,65-69,chinese,131.6,2016
01/01/2016,female,65-69,indian,31.7,2016
01/01/2016,female,65-69,other_citizen,1.8,2016
01/01/2016,female,70-74,overall,251.7,2016
01/01/2016,female,70-74,bumi_malay,116.8,2016
01/01/2016,female,70-74,bumi_other,23.8,2016
01/01/2016,female,70-74,chinese,88,2016
01/01/2016,female,70-74,indian,17.3,2016
01/01/2016,female,70-74,other_citizen,1.2,2016
01/01/2016,female,75-79,overall,174.4,2016
01/01/2016,female,75-79,bumi_malay,81.4,2016
01/01/2016,female,75-79,bumi_other,15.3,2016
01/01/2016,female,75-79,chinese,62.5,2016
01/01/2016,female,75-79,indian,11.2,2016
01/01/2016,female,75-79,other_citizen,0.7,2016
01/01/2016,female,80-84,overall,89.2,2016
01/01/2016,female,80-84,bumi_malay,39.1,2016
01/01/2016,female,80-84,bumi_other,9,2016
01/01/2016,female,80-84,chinese,32,2016
01/01/2016,female,80-84,indian,6.4,2016
01/01/2016,female,80-84,other_citizen,0.3,2016
01/01/2016,female,85+,overall,73.4,2016
01/01/2016,female,85+,bumi_malay,35.7,2016
01/01/2016,female,85+,bumi_other,8.5,2016
01/01/2016,female,85+,chinese,20.6,2016
01/01/2016,female,85+,indian,5.1,2016
01/01/2016,female,85+,other_citizen,0.4,2016
01/01/2016,male,0-4,overall,1360,2016
01/01/2016,male,0-4,bumi_malay,830.7,2016
01/01/2016,male,0-4,bumi_other,173.9,2016
01/01/2016,male,0-4,chinese,193.2,2016
01/01/2016,male,0-4,indian,63,2016
01/01/2016,male,0-4,other_citizen,21.8,2016
01/01/2016,male,5-9,overall,1295.4,2016
01/01/2016,male,5-9,bumi_malay,756,2016
01/01/2016,male,5-9,bumi_other,186.2,2016
01/01/2016,male,5-9,chinese,216.6,2016
01/01/2016,male,5-9,indian,74.5,2016
01/01/2016,male,5-9,other_citizen,20.3,2016
01/01/2016,male,10-14,overall,1342.9,2016
01/01/2016,male,10-14,bumi_malay,771.8,2016
01/01/2016,male,10-14,bumi_other,194.5,2016
01/01/2016,male,10-14,chinese,246.6,2016
01/01/2016,male,10-14,indian,83.7,2016
01/01/2016,male,10-14,other_citizen,16.2,2016
01/01/2016,male,15-19,overall,1481.7,2016
01/01/2016,male,15-19,bumi_malay,771.6,2016
01/01/2016,male,15-19,bumi_other,192,2016
01/01/2016,male,15-19,chinese,265.6,2016
01/01/2016,male,15-19,indian,88.4,2016
01/01/2016,male,15-19,other_citizen,15.4,2016
01/01/2016,male,20-24,overall,1703.8,2016
01/01/2016,male,20-24,bumi_malay,764.6,2016
01/01/2016,male,20-24,bumi_other,190.8,2016
01/01/2016,male,20-24,chinese,279.7,2016
01/01/2016,male,20-24,indian,87.7,2016
01/01/2016,male,20-24,other_citizen,13.6,2016
01/01/2016,male,25-29,overall,1702,2016
01/01/2016,male,25-29,bumi_malay,714.8,2016
01/01/2016,male,25-29,bumi_other,164.6,2016
01/01/2016,male,25-29,chinese,272.2,2016
01/01/2016,male,25-29,indian,91.4,2016
01/01/2016,male,25-29,other_citizen,12.3,2016
01/01/2016,male,30-34,overall,1473.6,2016
01/01/2016,male,30-34,bumi_malay,649.1,2016
01/01/2016,male,30-34,bumi_other,151.1,2016
01/01/2016,male,30-34,chinese,270,2016
01/01/2016,male,30-34,indian,89.5,2016
01/01/2016,male,30-34,other_citizen,10.3,2016
01/01/2016,male,35-39,overall,1179.6,2016
01/01/2016,male,35-39,bumi_malay,513.8,2016
01/01/2016,male,35-39,bumi_other,117.9,2016
01/01/2016,male,35-39,chinese,253.3,2016
01/01/2016,male,35-39,indian,77.2,2016
01/01/2016,male,35-39,other_citizen,7.3,2016
01/01/2016,male,40-44,overall,987.8,2016
01/01/2016,male,40-44,bumi_malay,439,2016
01/01/2016,male,40-44,bumi_other,104.2,2016
01/01/2016,male,40-44,chinese,240.9,2016
01/01/2016,male,40-44,indian,66.7,2016
01/01/2016,male,40-44,other_citizen,5.1,2016
01/01/2016,male,45-49,overall,873.7,2016
01/01/2016,male,45-49,bumi_malay,399.8,2016
01/01/2016,male,45-49,bumi_other,96.4,2016
01/01/2016,male,45-49,chinese,230.2,2016
01/01/2016,male,45-49,indian,60.4,2016
01/01/2016,male,45-49,other_citizen,4.7,2016
01/01/2016,male,50-54,overall,812.1,2016
01/01/2016,male,50-54,bumi_malay,377.1,2016
01/01/2016,male,50-54,bumi_other,88.9,2016
01/01/2016,male,50-54,chinese,228.1,2016
01/01/2016,male,50-54,indian,60.2,2016
01/01/2016,male,50-54,other_citizen,4.6,2016
01/01/2016,male,55-59,overall,685,2016
01/01/2016,male,55-59,bumi_malay,319.3,2016
01/01/2016,male,55-59,bumi_other,71.6,2016
01/01/2016,male,55-59,chinese,206.2,2016
01/01/2016,male,55-59,indian,51.5,2016
01/01/2016,male,55-59,other_citizen,4.4,2016
01/01/2016,male,60-64,overall,523.2,2016
01/01/2016,male,60-64,bumi_malay,242.7,2016
01/01/2016,male,60-64,bumi_other,51.1,2016
01/01/2016,male,60-64,chinese,168.1,2016
01/01/2016,male,60-64,indian,38.1,2016
01/01/2016,male,60-64,other_citizen,3.4,2016
01/01/2016,male,65-69,overall,388,2016
01/01/2016,male,65-69,bumi_malay,177.5,2016
01/01/2016,male,65-69,bumi_other,32.4,2016
01/01/2016,male,65-69,chinese,137.7,2016
01/01/2016,male,65-69,indian,27.1,2016
01/01/2016,male,65-69,other_citizen,2,2016
01/01/2016,male,70-74,overall,238.3,2016
01/01/2016,male,70-74,bumi_malay,100.2,2016
01/01/2016,male,70-74,bumi_other,24,2016
01/01/2016,male,70-74,chinese,91.8,2016
01/01/2016,male,70-74,indian,14.4,2016
01/01/2016,male,70-74,other_citizen,1.3,2016
01/01/2016,male,75-79,overall,156.3,2016
01/01/2016,male,75-79,bumi_malay,65.1,2016
01/01/2016,male,75-79,bumi_other,14.5,2016
01/01/2016,male,75-79,chinese,63,2016
01/01/2016,male,75-79,indian,8.9,2016
01/01/2016,male,75-79,other_citizen,0.7,2016
01/01/2016,male,80-84,overall,77.7,2016
01/01/2016,male,80-84,bumi_malay,31.2,2016
01/01/2016,male,80-84,bumi_other,8.3,2016
01/01/2016,male,80-84,chinese,29.9,2016
01/01/2016,male,80-84,indian,4.9,2016
01/01/2016,male,80-84,other_citizen,0.4,2016
01/01/2016,male,85+,overall,65.3,2016
01/01/2016,male,85+,bumi_malay,28,2016
01/01/2016,male,85+,bumi_other,8,2016
01/01/2016,male,85+,chinese,20.5,2016
01/01/2016,male,85+,indian,4,2016
01/01/2016,male,85+,other_citizen,0.4,2016
01/01/2017,female,0-4,overall,1263.5,2017
01/01/2017,female,0-4,bumi_malay,785.9,2017
01/01/2017,female,0-4,bumi_other,159.4,2017
01/01/2017,female,0-4,chinese,171.3,2017
01/01/2017,female,0-4,indian,56.2,2017
01/01/2017,female,0-4,other_citizen,20.5,2017
01/01/2017,female,5-9,overall,1225.8,2017
01/01/2017,female,5-9,bumi_malay,719.9,2017
01/01/2017,female,5-9,bumi_other,175.3,2017
01/01/2017,female,5-9,chinese,195.7,2017
01/01/2017,female,5-9,indian,69.5,2017
01/01/2017,female,5-9,other_citizen,19.5,2017
01/01/2017,female,10-14,overall,1255.8,2017
01/01/2017,female,10-14,bumi_malay,721.3,2017
01/01/2017,female,10-14,bumi_other,186.8,2017
01/01/2017,female,10-14,chinese,225.3,2017
01/01/2017,female,10-14,indian,79.1,2017
01/01/2017,female,10-14,other_citizen,15.7,2017
01/01/2017,female,15-19,overall,1383.5,2017
01/01/2017,female,15-19,bumi_malay,741.1,2017
01/01/2017,female,15-19,bumi_other,184,2017
01/01/2017,female,15-19,chinese,249.6,2017
01/01/2017,female,15-19,indian,84.4,2017
01/01/2017,female,15-19,other_citizen,13.4,2017
01/01/2017,female,20-24,overall,1537.5,2017
01/01/2017,female,20-24,bumi_malay,743.6,2017
01/01/2017,female,20-24,bumi_other,186.6,2017
01/01/2017,female,20-24,chinese,261.3,2017
01/01/2017,female,20-24,indian,88.5,2017
01/01/2017,female,20-24,other_citizen,12.7,2017
01/01/2017,female,25-29,overall,1507.3,2017
01/01/2017,female,25-29,bumi_malay,724.3,2017
01/01/2017,female,25-29,bumi_other,171.8,2017
01/01/2017,female,25-29,chinese,267.2,2017
01/01/2017,female,25-29,indian,89.3,2017
01/01/2017,female,25-29,other_citizen,12.2,2017
01/01/2017,female,30-34,overall,1348.1,2017
01/01/2017,female,30-34,bumi_malay,662.7,2017
01/01/2017,female,30-34,bumi_other,158.5,2017
01/01/2017,female,30-34,chinese,267.1,2017
01/01/2017,female,30-34,indian,87.8,2017
01/01/2017,female,30-34,other_citizen,10.6,2017
01/01/2017,female,35-39,overall,1108.5,2017
01/01/2017,female,35-39,bumi_malay,526.5,2017
01/01/2017,female,35-39,bumi_other,125.5,2017
01/01/2017,female,35-39,chinese,241.8,2017
01/01/2017,female,35-39,indian,78.3,2017
01/01/2017,female,35-39,other_citizen,7.9,2017
01/01/2017,female,40-44,overall,933.8,2017
01/01/2017,female,40-44,bumi_malay,442.7,2017
01/01/2017,female,40-44,bumi_other,103.9,2017
01/01/2017,female,40-44,chinese,223,2017
01/01/2017,female,40-44,indian,66.6,2017
01/01/2017,female,40-44,other_citizen,5.9,2017
01/01/2017,female,45-49,overall,874,2017
01/01/2017,female,45-49,bumi_malay,423.7,2017
01/01/2017,female,45-49,bumi_other,96.9,2017
01/01/2017,female,45-49,chinese,225.9,2017
01/01/2017,female,45-49,indian,66.2,2017
01/01/2017,female,45-49,other_citizen,5.4,2017
01/01/2017,female,50-54,overall,790,2017
01/01/2017,female,50-54,bumi_malay,388.5,2017
01/01/2017,female,50-54,bumi_other,83.8,2017
01/01/2017,female,50-54,chinese,212.9,2017
01/01/2017,female,50-54,indian,62.9,2017
01/01/2017,female,50-54,other_citizen,4.9,2017
01/01/2017,female,55-59,overall,677.9,2017
01/01/2017,female,55-59,bumi_malay,335,2017
01/01/2017,female,55-59,bumi_other,68.7,2017
01/01/2017,female,55-59,chinese,190,2017
01/01/2017,female,55-59,indian,56.9,2017
01/01/2017,female,55-59,other_citizen,4,2017
01/01/2017,female,60-64,overall,541.1,2017
01/01/2017,female,60-64,bumi_malay,268.3,2017
01/01/2017,female,60-64,bumi_other,48.4,2017
01/01/2017,female,60-64,chinese,162.3,2017
01/01/2017,female,60-64,indian,44.4,2017
01/01/2017,female,60-64,other_citizen,2.8,2017
01/01/2017,female,65-69,overall,412.8,2017
01/01/2017,female,65-69,bumi_malay,198.8,2017
01/01/2017,female,65-69,bumi_other,33.7,2017
01/01/2017,female,65-69,chinese,135.5,2017
01/01/2017,female,65-69,indian,33.1,2017
01/01/2017,female,65-69,other_citizen,1.9,2017
01/01/2017,female,70-74,overall,272.4,2017
01/01/2017,female,70-74,bumi_malay,126.6,2017
01/01/2017,female,70-74,bumi_other,24.5,2017
01/01/2017,female,70-74,chinese,95.5,2017
01/01/2017,female,70-74,indian,19.6,2017
01/01/2017,female,70-74,other_citizen,1.3,2017
01/01/2017,female,75-79,overall,176.8,2017
01/01/2017,female,75-79,bumi_malay,82.4,2017
01/01/2017,female,75-79,bumi_other,16.2,2017
01/01/2017,female,75-79,chinese,63.2,2017
01/01/2017,female,75-79,indian,11.2,2017
01/01/2017,female,75-79,other_citizen,0.8,2017
01/01/2017,female,80-84,overall,96.7,2017
01/01/2017,female,80-84,bumi_malay,41.9,2017
01/01/2017,female,80-84,bumi_other,9.3,2017
01/01/2017,female,80-84,chinese,35.8,2017
01/01/2017,female,80-84,indian,6.7,2017
01/01/2017,female,80-84,other_citizen,0.4,2017
01/01/2017,female,85+,overall,74.3,2017
01/01/2017,female,85+,bumi_malay,36.2,2017
01/01/2017,female,85+,bumi_other,8.8,2017
01/01/2017,female,85+,chinese,20.3,2017
01/01/2017,female,85+,indian,5.4,2017
01/01/2017,female,85+,other_citizen,0.5,2017
01/01/2017,male,0-4,overall,1350.1,2017
01/01/2017,male,0-4,bumi_malay,837.5,2017
01/01/2017,male,0-4,bumi_other,171.2,2017
01/01/2017,male,0-4,chinese,184.1,2017
01/01/2017,male,0-4,indian,60.4,2017
01/01/2017,male,0-4,other_citizen,21.5,2017
01/01/2017,male,5-9,overall,1307.9,2017
01/01/2017,male,5-9,bumi_malay,768.9,2017
01/01/2017,male,5-9,bumi_other,183.4,2017
01/01/2017,male,5-9,chinese,212.3,2017
01/01/2017,male,5-9,indian,72.7,2017
01/01/2017,male,5-9,other_citizen,20.9,2017
01/01/2017,male,10-14,overall,1324.9,2017
01/01/2017,male,10-14,bumi_malay,761.6,2017
01/01/2017,male,10-14,bumi_other,193.9,2017
01/01/2017,male,10-14,chinese,240.5,2017
01/01/2017,male,10-14,indian,81.6,2017
01/01/2017,male,10-14,other_citizen,16.9,2017
01/01/2017,male,15-19,overall,1487.6,2017
01/01/2017,male,15-19,bumi_malay,777.2,2017
01/01/2017,male,15-19,bumi_other,192.4,2017
01/01/2017,male,15-19,chinese,263.6,2017
01/01/2017,male,15-19,indian,88.3,2017
01/01/2017,male,15-19,other_citizen,15.3,2017
01/01/2017,male,20-24,overall,1707.3,2017
01/01/2017,male,20-24,bumi_malay,765.3,2017
01/01/2017,male,20-24,bumi_other,191.4,2017
01/01/2017,male,20-24,chinese,276.5,2017
01/01/2017,male,20-24,indian,87.5,2017
01/01/2017,male,20-24,other_citizen,14,2017
01/01/2017,male,25-29,overall,1731.4,2017
01/01/2017,male,25-29,bumi_malay,728.5,2017
01/01/2017,male,25-29,bumi_other,170.1,2017
01/01/2017,male,25-29,chinese,275.5,2017
01/01/2017,male,25-29,indian,90.5,2017
01/01/2017,male,25-29,other_citizen,12.5,2017
01/01/2017,male,30-34,overall,1493.6,2017
01/01/2017,male,30-34,bumi_malay,663,2017
01/01/2017,male,30-34,bumi_other,153,2017
01/01/2017,male,30-34,chinese,269,2017
01/01/2017,male,30-34,indian,90.4,2017
01/01/2017,male,30-34,other_citizen,10.8,2017
01/01/2017,male,35-39,overall,1226.1,2017
01/01/2017,male,35-39,bumi_malay,542,2017
01/01/2017,male,35-39,bumi_other,124.9,2017
01/01/2017,male,35-39,chinese,257.9,2017
01/01/2017,male,35-39,indian,79.9,2017
01/01/2017,male,35-39,other_citizen,7.8,2017
01/01/2017,male,40-44,overall,999.5,2017
01/01/2017,male,40-44,bumi_malay,444.9,2017
01/01/2017,male,40-44,bumi_other,104.9,2017
01/01/2017,male,40-44,chinese,241.8,2017
01/01/2017,male,40-44,indian,67.9,2017
01/01/2017,male,40-44,other_citizen,5.5,2017
01/01/2017,male,45-49,overall,881.4,2017
01/01/2017,male,45-49,bumi_malay,404.1,2017
01/01/2017,male,45-49,bumi_other,97.9,2017
01/01/2017,male,45-49,chinese,231.3,2017
01/01/2017,male,45-49,indian,60.6,2017
01/01/2017,male,45-49,other_citizen,4.6,2017
01/01/2017,male,50-54,overall,814.4,2017
01/01/2017,male,50-54,bumi_malay,379.1,2017
01/01/2017,male,50-54,bumi_other,89.9,2017
01/01/2017,male,50-54,chinese,227.1,2017
01/01/2017,male,50-54,indian,59.6,2017
01/01/2017,male,50-54,other_citizen,4.7,2017
01/01/2017,male,55-59,overall,705.9,2017
01/01/2017,male,55-59,bumi_malay,329.9,2017
01/01/2017,male,55-59,bumi_other,74.9,2017
01/01/2017,male,55-59,chinese,210.9,2017
01/01/2017,male,55-59,indian,53.1,2017
01/01/2017,male,55-59,other_citizen,4.4,2017
